,Carrier,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
15274,American,5,24,6,10.2333333333,10.25,12.4666666667,12.4166666667,194.0,190.0,168.0,3.0,-1.0,1236,3.0,23.0,0,0,,,,,
15275,American,9,8,1,13.8,13.8333333333,17.0166666667,17.1666666667,133.0,140.0,118.0,-9.0,-2.0,929,4.0,11.0,0,0,,,,,
15276,American,6,29,7,15.4166666667,15.4166666667,18.0166666667,18.25,156.0,170.0,133.0,-14.0,0.0,1045,13.0,10.0,0,0,,,,,
15277,American,11,8,6,9.71666666667,9.83333333333,10.8166666667,11.1666666667,126.0,140.0,105.0,-21.0,-7.0,612,5.0,16.0,0,0,,,,,
15278,American,2,19,2,6.36666666667,6.41666666667,9.71666666667,9.75,141.0,140.0,126.0,-2.0,-3.0,1045,3.0,12.0,0,0,,,,,
15279,American,2,8,5,11.1333333333,11.25,12.8666666667,12.9166666667,104.0,100.0,79.0,-3.0,-7.0,460,13.0,12.0,0,0,,,,,
15280,American,1,10,4,13.0833333333,13.1666666667,16.7166666667,16.75,158.0,155.0,124.0,-2.0,-5.0,988,14.0,20.0,0,0,,,,,
15281,American,11,23,7,14.6166666667,14.75,17.6,17.9166666667,119.0,130.0,94.0,-19.0,-8.0,720,11.0,14.0,0,0,,,,,
15282,American,1,11,5,14.1333333333,13.9166666667,15.1833333333,14.9166666667,183.0,180.0,168.0,16.0,13.0,1126,5.0,10.0,0,0,13.0,0.0,3.0,0.0,0.0
15283,American,1,14,1,17.4333333333,17.5,23.8333333333,23.4166666667,264.0,235.0,239.0,25.0,-4.0,1745,5.0,20.0,0,0,0.0,0.0,25.0,0.0,0.0
15284,American,7,20,7,13.8,13.8333333333,15.5,15.6666666667,222.0,230.0,203.0,-10.0,-2.0,1570,7.0,12.0,0,0,,,,,
15285,Southwest,7,17,4,19.0833333333,19.0833333333,20.3833333333,20.5,78.0,85.0,64.0,-7.0,0.0,447,5.0,9.0,0,0,,,,,
15286,Southwest,5,14,3,18.1166666667,18.1666666667,19.1333333333,19.3333333333,61.0,70.0,49.0,-12.0,-3.0,283,4.0,8.0,0,0,,,,,
15287,American,5,19,1,7.41666666667,6.5,11.4833333333,10.4166666667,244.0,235.0,212.0,64.0,55.0,1674,6.0,26.0,0,0,55.0,0.0,9.0,0.0,0.0
15288,Southwest,3,25,2,14.0666666667,14.0,15.9166666667,16.0833333333,111.0,125.0,100.0,-10.0,4.0,697,4.0,7.0,0,0,,,,,
15289,Southwest,11,12,3,21.15,21.1666666667,23.95,23.8333333333,168.0,160.0,146.0,7.0,-1.0,866,5.0,17.0,0,0,,,,,
15290,American,6,8,7,10.0,8.33333333333,15.3333333333,14.0833333333,200.0,225.0,185.0,75.0,100.0,1616,4.0,11.0,0,0,75.0,0.0,0.0,0.0,0.0
15291,Southwest,6,9,1,10.4166666667,10.4166666667,12.55,12.5,248.0,245.0,235.0,3.0,0.0,1680,5.0,8.0,0,0,,,,,
15292,Southwest,3,19,3,6.05,6.0,8.16666666667,8.0,127.0,120.0,106.0,10.0,3.0,647,5.0,16.0,0,0,,,,,
15293,American,9,12,5,18.5166666667,18.5,19.45,19.5,56.0,60.0,40.0,-3.0,1.0,237,3.0,13.0,0,0,,,,,
15294,Southwest,6,15,7,8.48333333333,8.5,9.38333333333,9.5,54.0,60.0,42.0,-7.0,-1.0,239,6.0,6.0,0,0,,,,,
15295,Southwest,2,7,4,14.2166666667,13.0,15.25,14.0,62.0,60.0,48.0,75.0,73.0,239,4.0,10.0,0,0,0.0,0.0,2.0,0.0,73.0
15296,Southwest,7,12,6,7.31666666667,7.33333333333,9.15,9.08333333333,230.0,225.0,211.0,4.0,-1.0,1521,4.0,15.0,0,0,,,,,
15297,American,7,4,5,12.65,12.5,18.0333333333,17.75,203.0,195.0,164.0,17.0,9.0,1235,15.0,24.0,0,0,9.0,0.0,8.0,0.0,0.0
15298,American,9,15,1,11.4,11.4166666667,13.45,13.5,183.0,185.0,168.0,-3.0,-1.0,1172,5.0,10.0,0,0,,,,,
15299,Southwest,8,24,7,10.0166666667,10.0,11.3166666667,11.25,78.0,75.0,58.0,4.0,1.0,337,6.0,14.0,0,0,,,,,
15300,Southwest,12,12,5,11.8666666667,11.75,13.1333333333,13.0833333333,76.0,80.0,62.0,3.0,7.0,405,4.0,10.0,0,0,,,,,
15301,American,4,7,1,8.9,9.0,12.5166666667,12.0833333333,397.0,365.0,345.0,26.0,-6.0,2475,7.0,45.0,0,0,0.0,0.0,26.0,0.0,0.0
15302,American,8,25,1,8.28333333333,8.33333333333,12.0666666667,12.1666666667,167.0,170.0,150.0,-6.0,-3.0,1158,8.0,9.0,0,0,,,,,
15303,Southwest,3,1,6,13.3666666667,13.4166666667,15.4,15.5833333333,62.0,70.0,52.0,-11.0,-3.0,325,5.0,5.0,0,0,,,,,
15304,Southwest,9,14,7,8.83333333333,8.83333333333,14.55,14.75,223.0,235.0,205.0,-12.0,0.0,1797,6.0,12.0,0,0,,,,,
15305,American,3,17,1,14.2833333333,14.0833333333,16.7333333333,16.5833333333,267.0,270.0,231.0,9.0,12.0,1745,10.0,26.0,0,0,,,,,
15306,Southwest,7,1,2,15.6833333333,15.5833333333,16.7666666667,16.5833333333,65.0,60.0,51.0,11.0,6.0,296,5.0,9.0,0,0,,,,,
15307,American,5,24,6,22.15,21.0833333333,23.6166666667,22.75,148.0,160.0,131.0,52.0,64.0,984,4.0,13.0,0,0,0.0,24.0,0.0,0.0,28.0
15308,Southwest,2,21,4,8.66666666667,8.66666666667,9.35,9.5,101.0,110.0,89.0,-9.0,0.0,584,3.0,9.0,0,0,,,,,
15309,American,10,7,2,9.56666666667,9.58333333333,10.8666666667,10.9166666667,78.0,80.0,56.0,-3.0,-1.0,334,7.0,15.0,0,0,,,,,
15310,Southwest,9,1,1,10.9,11.0,12.0833333333,12.25,71.0,75.0,59.0,-10.0,-6.0,361,4.0,8.0,0,0,,,,,
15311,Southwest,2,9,6,12.3833333333,12.4166666667,12.7166666667,12.75,80.0,80.0,60.0,-2.0,-2.0,370,11.0,9.0,0,0,,,,,
15312,American,12,9,2,10.85,10.9166666667,15.5166666667,15.75,160.0,170.0,145.0,-14.0,-4.0,1171,5.0,10.0,0,0,,,,,
15313,American,3,21,5,14.1333333333,14.1666666667,18.0333333333,17.5833333333,234.0,205.0,180.0,27.0,-2.0,1258,28.0,26.0,0,0,0.0,0.0,27.0,0.0,0.0
15314,American,5,7,3,10.85,10.9166666667,15.3166666667,15.4166666667,208.0,210.0,189.0,-6.0,-4.0,1389,6.0,13.0,0,0,,,,,
15315,American,3,10,1,6.56666666667,6.66666666667,8.26666666667,8.41666666667,222.0,225.0,203.0,-9.0,-6.0,1476,4.0,15.0,0,0,,,,,
15316,Southwest,6,6,5,6.98333333333,7.0,8.5,8.66666666667,91.0,100.0,76.0,-10.0,-1.0,495,4.0,11.0,0,0,,,,,
15317,American,5,16,5,17.8333333333,17.6666666667,23.0833333333,22.5,195.0,170.0,158.0,35.0,10.0,1171,12.0,25.0,0,0,0.0,0.0,25.0,0.0,10.0
15318,Southwest,1,29,2,18.3666666667,18.4166666667,19.3,19.4166666667,56.0,60.0,45.0,-7.0,-3.0,321,4.0,7.0,0,0,,,,,
15319,American,11,18,2,13.1333333333,13.1666666667,16.05,16.25,115.0,125.0,99.0,-12.0,-2.0,733,4.0,12.0,0,0,,,,,
15320,Southwest,6,18,3,15.15,14.9166666667,17.3833333333,17.5,74.0,95.0,62.0,-7.0,14.0,487,4.0,8.0,0,0,,,,,
15321,American,2,16,6,,16.0833333333,,17.4166666667,,80.0,,,,448,,,1,0,,,,,
15322,American,6,28,6,12.9166666667,12.0833333333,14.45,13.5,92.0,85.0,59.0,57.0,50.0,337,10.0,23.0,0,0,0.0,0.0,7.0,0.0,50.0
15323,American,2,20,3,12.7166666667,12.4166666667,14.1166666667,13.75,204.0,200.0,187.0,22.0,18.0,1210,7.0,10.0,0,0,0.0,0.0,4.0,0.0,18.0
15324,Southwest,2,19,2,6.51666666667,6.5,7.11666666667,7.0,96.0,90.0,75.0,7.0,1.0,451,6.0,15.0,0,0,,,,,
15325,American,7,6,7,7.43333333333,7.5,8.38333333333,8.58333333333,177.0,185.0,160.0,-12.0,-4.0,1235,6.0,11.0,0,0,,,,,
15326,Southwest,5,8,4,21.2666666667,21.25,22.4,22.5,68.0,75.0,56.0,-6.0,1.0,328,5.0,7.0,0,0,,,,,
15327,American,6,10,2,21.0,21.0833333333,22.4,22.6666666667,144.0,155.0,128.0,-16.0,-5.0,964,5.0,11.0,0,0,,,,,
15328,Southwest,9,22,1,7.23333333333,7.25,8.4,8.66666666667,130.0,145.0,120.0,-16.0,-1.0,853,2.0,8.0,0,0,,,,,
15329,Southwest,5,8,4,18.85,18.8333333333,22.55,22.6666666667,162.0,170.0,149.0,-7.0,1.0,1166,3.0,10.0,0,0,,,,,
15330,Southwest,6,5,4,14.4666666667,14.4166666667,17.1166666667,17.0,99.0,95.0,83.0,7.0,3.0,562,5.0,11.0,0,0,,,,,
15331,Southwest,8,4,1,13.1666666667,12.4166666667,15.2666666667,14.6666666667,126.0,135.0,107.0,36.0,45.0,834,6.0,13.0,0,0,0.0,0.0,0.0,0.0,36.0
15332,American,6,27,5,11.8666666667,11.8333333333,14.4166666667,14.5,213.0,220.0,175.0,-5.0,2.0,1389,5.0,33.0,0,0,,,,,
15333,American,6,18,3,12.2666666667,12.3333333333,17.5333333333,17.9166666667,196.0,215.0,182.0,-23.0,-4.0,1440,5.0,9.0,0,0,,,,,
15334,American,5,4,7,22.0833333333,21.8333333333,5.81666666667,5.66666666667,284.0,290.0,259.0,9.0,15.0,2342,4.0,21.0,0,0,,,,,
15335,Southwest,11,21,5,11.5666666667,10.6666666667,12.9,12.1666666667,140.0,150.0,126.0,44.0,54.0,833,5.0,9.0,0,0,32.0,0.0,0.0,0.0,12.0
15336,Southwest,8,13,3,19.9333333333,19.9166666667,22.6,22.5,160.0,155.0,148.0,6.0,1.0,972,4.0,8.0,0,0,,,,,
15337,American,2,9,6,10.7166666667,10.3333333333,13.35,12.6666666667,278.0,260.0,259.0,41.0,23.0,1660,6.0,13.0,0,0,23.0,0.0,18.0,0.0,0.0
15338,American,10,22,3,7.6,7.58333333333,10.2,10.4166666667,156.0,170.0,142.0,-13.0,1.0,1237,5.0,9.0,0,0,,,,,
15339,Southwest,3,6,4,10.2333333333,10.25,11.3833333333,11.5,69.0,75.0,54.0,-7.0,-1.0,314,3.0,12.0,0,0,,,,,
15340,American,8,25,1,19.6333333333,19.4166666667,22.3,22.25,100.0,110.0,87.0,3.0,13.0,641,2.0,11.0,0,0,,,,,
15341,Southwest,4,11,5,8.58333333333,8.41666666667,11.1333333333,10.8333333333,93.0,85.0,76.0,18.0,10.0,511,2.0,15.0,0,0,4.0,0.0,8.0,0.0,6.0
15342,American,9,17,3,19.3333333333,19.5,20.7,21.1666666667,142.0,160.0,111.0,-28.0,-10.0,733,7.0,24.0,0,0,,,,,
15343,American,9,16,2,9.9,9.91666666667,10.9,11.0,60.0,65.0,43.0,-6.0,-1.0,247,3.0,14.0,0,0,,,,,
15344,Southwest,8,25,1,15.45,15.5,16.2,16.4166666667,165.0,175.0,155.0,-13.0,-3.0,1129,3.0,7.0,0,0,,,,,
15345,Southwest,10,23,4,10.0,10.0,12.4833333333,12.75,149.0,165.0,140.0,-16.0,0.0,1073,4.0,5.0,0,0,,,,,
15346,Southwest,1,3,4,7.08333333333,7.08333333333,7.65,7.75,94.0,100.0,65.0,-6.0,0.0,448,5.0,24.0,0,0,,,,,
15347,Southwest,7,27,7,10.6833333333,10.6666666667,16.2,16.4166666667,211.0,225.0,199.0,-13.0,1.0,1680,4.0,8.0,0,0,,,,,
15348,American,10,18,6,12.0333333333,12.0833333333,13.2833333333,13.4166666667,75.0,80.0,59.0,-8.0,-3.0,403,5.0,11.0,0,0,,,,,
15349,Southwest,8,5,2,8.71666666667,8.66666666667,14.4666666667,14.6666666667,225.0,240.0,206.0,-12.0,3.0,1751,6.0,13.0,0,0,,,,,
15350,American,7,12,6,19.9666666667,19.75,24.0,23.5833333333,182.0,170.0,162.0,25.0,13.0,1192,3.0,17.0,0,0,0.0,0.0,12.0,0.0,13.0
15351,American,3,1,6,19.3166666667,19.3333333333,21.8833333333,21.8333333333,154.0,150.0,132.0,3.0,-1.0,920,7.0,15.0,0,0,,,,,
15352,American,3,29,6,12.0333333333,12.1666666667,14.0,14.25,118.0,125.0,99.0,-15.0,-8.0,700,4.0,15.0,0,0,,,,,
15353,American,7,9,3,12.0833333333,11.4166666667,12.8666666667,12.3333333333,107.0,115.0,91.0,32.0,40.0,674,6.0,10.0,0,0,32.0,0.0,0.0,0.0,0.0
15354,Southwest,10,18,6,21.0,21.0833333333,22.0333333333,22.25,62.0,70.0,49.0,-13.0,-5.0,220,5.0,8.0,0,0,,,,,
15355,American,2,23,6,18.6166666667,18.6666666667,19.6166666667,19.8333333333,60.0,70.0,43.0,-13.0,-3.0,247,3.0,14.0,0,0,,,,,
15356,American,2,13,3,17.8333333333,17.6666666667,20.5,20.3333333333,160.0,160.0,138.0,10.0,10.0,1041,8.0,14.0,0,0,,,,,
15357,American,4,20,7,13.8166666667,13.8333333333,17.0333333333,17.1666666667,133.0,140.0,112.0,-8.0,-1.0,929,5.0,16.0,0,0,,,,,
15358,Southwest,2,21,4,13.0333333333,12.5,14.05,13.5833333333,61.0,65.0,44.0,28.0,32.0,325,2.0,15.0,0,0,0.0,0.0,0.0,0.0,28.0
15359,Southwest,6,4,3,12.1,11.1666666667,12.8,11.8333333333,102.0,100.0,90.0,58.0,56.0,580,4.0,8.0,0,0,56.0,0.0,2.0,0.0,0.0
15360,Southwest,2,29,5,9.33333333333,9.16666666667,12.7833333333,12.75,147.0,155.0,137.0,2.0,10.0,1056,4.0,6.0,0,0,,,,,
15361,American,6,3,2,15.7333333333,15.75,19.6166666667,19.4166666667,413.0,400.0,390.0,12.0,-1.0,3043,6.0,17.0,0,0,,,,,
15362,American,11,7,5,18.9166666667,19.0833333333,20.7666666667,21.3333333333,111.0,135.0,95.0,-34.0,-10.0,631,4.0,12.0,0,0,,,,,
15363,Southwest,2,4,1,13.4333333333,13.25,14.8833333333,14.6666666667,87.0,85.0,62.0,13.0,11.0,447,2.0,23.0,0,0,,,,,
15364,Southwest,6,27,5,19.35,19.3333333333,20.3166666667,20.3333333333,58.0,60.0,47.0,-1.0,1.0,293,4.0,7.0,0,0,,,,,
15365,American,6,20,5,22.35,21.0833333333,0.766666666667,23.3333333333,325.0,315.0,296.0,86.0,76.0,2342,12.0,17.0,0,0,0.0,76.0,10.0,0.0,0.0
15366,American,10,19,7,17.9333333333,18.0,23.3333333333,23.5,204.0,210.0,177.0,-10.0,-4.0,1593,11.0,16.0,0,0,,,,,
15367,American,9,12,5,7.86666666667,7.91666666667,8.7,8.91666666667,50.0,60.0,40.0,-13.0,-3.0,247,4.0,6.0,0,0,,,,,
15368,American,10,15,3,11.7166666667,11.5,12.9333333333,12.6666666667,73.0,70.0,49.0,16.0,13.0,258,6.0,18.0,0,0,0.0,0.0,16.0,0.0,0.0
15369,Southwest,9,25,4,9.18333333333,9.16666666667,10.95,11.0833333333,106.0,115.0,95.0,-8.0,1.0,655,3.0,8.0,0,0,,,,,
15370,Southwest,4,19,6,19.9166666667,19.75,20.7666666667,20.75,51.0,60.0,43.0,1.0,10.0,236,4.0,4.0,0,0,,,,,
15371,Southwest,2,17,7,6.46666666667,6.5,8.66666666667,8.83333333333,72.0,80.0,55.0,-10.0,-2.0,402,8.0,9.0,0,0,,,,,
15372,Southwest,5,15,4,10.3,10.3333333333,11.1333333333,11.25,50.0,55.0,39.0,-7.0,-2.0,180,4.0,7.0,0,0,,,,,
15373,American,12,30,2,7.01666666667,7.0,8.86666666667,9.08333333333,171.0,185.0,156.0,-13.0,1.0,1017,5.0,10.0,0,0,,,,,
15374,Southwest,4,17,4,19.75,19.75,20.5166666667,20.75,106.0,120.0,94.0,-14.0,0.0,632,7.0,5.0,0,0,,,,,
15375,Southwest,4,10,4,12.2,11.6666666667,14.15,13.6666666667,117.0,120.0,106.0,29.0,32.0,647,4.0,7.0,0,0,0.0,0.0,0.0,0.0,29.0
15376,Southwest,1,28,1,18.5166666667,18.5,19.3166666667,19.3333333333,48.0,50.0,38.0,-1.0,1.0,192,3.0,7.0,0,0,,,,,
15377,Southwest,12,3,3,7.33333333333,7.41666666667,7.41666666667,7.58333333333,65.0,70.0,53.0,-10.0,-5.0,304,3.0,9.0,0,0,,,,,
15378,Southwest,8,3,7,18.0666666667,17.9166666667,19.5166666667,19.3333333333,87.0,85.0,63.0,11.0,9.0,391,3.0,21.0,0,0,,,,,
15379,American,2,28,4,7.53333333333,7.58333333333,10.0833333333,10.0833333333,153.0,150.0,114.0,0.0,-3.0,802,27.0,12.0,0,0,,,,,
15380,Southwest,2,4,1,18.75,18.1666666667,21.4333333333,21.0,101.0,110.0,83.0,26.0,35.0,621,9.0,9.0,0,0,0.0,0.0,16.0,0.0,10.0
15381,American,12,1,1,20.1666666667,17.75,24.0,21.6666666667,170.0,175.0,156.0,140.0,145.0,1144,3.0,11.0,0,0,0.0,16.0,0.0,0.0,124.0
15382,American,4,6,7,17.0,16.9166666667,18.5666666667,18.5833333333,94.0,100.0,71.0,-1.0,5.0,460,11.0,12.0,0,0,,,,,
15383,Southwest,10,22,3,9.18333333333,9.16666666667,11.35,11.4166666667,130.0,135.0,118.0,-4.0,1.0,828,5.0,7.0,0,0,,,,,
15384,American,5,19,1,6.33333333333,6.41666666667,9.06666666667,9.25,344.0,350.0,319.0,-11.0,-5.0,2475,8.0,17.0,0,0,,,,,
15385,Southwest,1,13,7,19.1666666667,19.1666666667,0.05,0.166666666667,173.0,180.0,164.0,-7.0,0.0,1390,2.0,7.0,0,0,,,,,
15386,American,1,2,3,12.0333333333,11.75,12.9,12.6666666667,52.0,55.0,30.0,14.0,17.0,175,4.0,18.0,0,0,,,,,
15387,Southwest,2,29,5,16.4666666667,16.1666666667,17.8,17.5833333333,80.0,85.0,66.0,13.0,18.0,395,5.0,9.0,0,0,,,,,
15388,Southwest,6,20,5,6.78333333333,6.75,8.21666666667,8.25,86.0,90.0,64.0,-2.0,2.0,407,6.0,16.0,0,0,,,,,
15389,Southwest,12,30,2,8.96666666667,9.0,11.35,11.4166666667,83.0,85.0,69.0,-4.0,-2.0,487,4.0,10.0,0,0,,,,,
15390,American,5,9,5,6.68333333333,6.75,10.3,10.3333333333,157.0,155.0,136.0,-2.0,-4.0,1046,10.0,11.0,0,0,,,,,
15391,Southwest,12,16,2,12.9833333333,11.5,15.7666666667,13.1666666667,287.0,220.0,231.0,156.0,89.0,1363,8.0,48.0,0,0,65.0,0.0,67.0,0.0,24.0
15392,American,4,25,5,8.33333333333,8.58333333333,11.2,11.5833333333,172.0,180.0,154.0,-23.0,-15.0,1194,9.0,9.0,0,0,,,,,
15393,American,5,18,7,15.7333333333,15.4166666667,17.2333333333,16.8333333333,90.0,85.0,64.0,24.0,19.0,432,6.0,20.0,0,0,8.0,0.0,5.0,0.0,11.0
15394,American,1,29,2,11.0,10.75,14.8166666667,14.8333333333,169.0,185.0,151.0,-1.0,15.0,1302,3.0,15.0,0,0,,,,,
15395,Southwest,3,14,5,6.13333333333,6.16666666667,7.13333333333,7.0,60.0,50.0,37.0,8.0,-2.0,197,4.0,19.0,0,0,,,,,
15396,American,11,7,5,17.9166666667,17.6666666667,20.2666666667,20.3333333333,201.0,220.0,180.0,-4.0,15.0,1192,8.0,13.0,0,0,,,,,
15397,American,4,29,2,15.55,15.5833333333,18.9833333333,19.0833333333,146.0,150.0,125.0,-6.0,-2.0,984,4.0,17.0,0,0,,,,,
15398,Southwest,11,3,1,22.1,21.8333333333,23.2166666667,23.0833333333,67.0,75.0,58.0,8.0,16.0,417,2.0,7.0,0,0,,,,,
15399,Southwest,3,31,1,12.9833333333,12.75,14.65,14.25,100.0,90.0,88.0,24.0,14.0,461,4.0,8.0,0,0,0.0,0.0,10.0,0.0,14.0
15400,Southwest,11,27,4,11.9166666667,11.8333333333,14.5166666667,14.9166666667,156.0,185.0,140.0,-24.0,5.0,992,3.0,13.0,0,0,,,,,
15401,American,11,1,6,9.31666666667,9.41666666667,14.3,14.3333333333,179.0,175.0,151.0,-2.0,-6.0,1171,14.0,14.0,0,0,,,,,
15402,Southwest,12,14,7,17.2666666667,17.0,22.85,22.4166666667,215.0,205.0,193.0,26.0,16.0,1557,7.0,15.0,0,0,0.0,0.0,13.0,0.0,13.0
15403,Southwest,1,14,1,19.2,19.25,20.5833333333,20.75,83.0,90.0,72.0,-10.0,-3.0,461,4.0,7.0,0,0,,,,,
15404,Southwest,2,26,2,8.45,8.41666666667,9.4,9.41666666667,57.0,60.0,46.0,-1.0,2.0,296,3.0,8.0,0,0,,,,,
15405,Southwest,9,24,3,9.41666666667,9.5,11.9666666667,12.25,153.0,165.0,141.0,-17.0,-5.0,1050,5.0,7.0,0,0,,,,,
15406,American,2,4,1,21.0166666667,20.6666666667,23.2333333333,23.25,133.0,155.0,120.0,-1.0,21.0,950,4.0,9.0,0,0,,,,,
15407,American,9,19,5,12.4833333333,12.5833333333,14.7,14.9166666667,133.0,140.0,112.0,-13.0,-6.0,802,12.0,9.0,0,0,,,,,
15408,Southwest,1,22,2,17.3,16.8333333333,18.9833333333,18.75,41.0,55.0,31.0,14.0,28.0,162,2.0,8.0,0,0,,,,,
15409,Southwest,4,17,4,10.3333333333,10.4166666667,14.7,15.0,142.0,155.0,129.0,-18.0,-5.0,1129,3.0,10.0,0,0,,,,,
15410,Southwest,11,3,1,12.9166666667,13.0,16.3,16.4166666667,143.0,145.0,128.0,-7.0,-5.0,1013,6.0,9.0,0,0,,,,,
15411,American,2,22,5,12.35,12.3333333333,14.2166666667,14.3333333333,232.0,240.0,206.0,-7.0,1.0,1515,9.0,17.0,0,0,,,,,
15412,American,5,9,5,9.76666666667,9.41666666667,11.6333333333,11.1666666667,172.0,165.0,146.0,28.0,21.0,936,10.0,16.0,0,0,21.0,0.0,7.0,0.0,0.0
15413,Southwest,4,21,1,18.9,18.9166666667,20.7666666667,21.0,112.0,125.0,96.0,-14.0,-1.0,646,5.0,11.0,0,0,,,,,
15414,Southwest,8,26,2,20.2333333333,20.25,22.2,22.25,58.0,60.0,46.0,-3.0,-1.0,332,3.0,9.0,0,0,,,,,
15415,Southwest,12,19,5,20.3,19.4166666667,20.65,19.6666666667,81.0,75.0,67.0,59.0,53.0,367,2.0,12.0,0,0,2.0,0.0,6.0,0.0,51.0
15416,Southwest,2,21,4,12.4666666667,11.6666666667,13.95,13.0833333333,89.0,85.0,77.0,52.0,48.0,417,4.0,8.0,0,0,3.0,0.0,4.0,0.0,45.0
15417,Southwest,3,10,1,11.4833333333,11.5,12.6,12.5833333333,67.0,65.0,43.0,1.0,-1.0,223,2.0,22.0,0,0,,,,,
15418,Southwest,8,25,1,7.83333333333,7.83333333333,8.51666666667,8.66666666667,161.0,170.0,149.0,-9.0,0.0,1069,4.0,8.0,0,0,,,,,
15419,American,8,8,5,17.9666666667,17.75,20.55,20.25,155.0,150.0,134.0,18.0,13.0,920,8.0,13.0,0,0,12.0,0.0,5.0,0.0,1.0
15420,Southwest,9,17,3,13.2166666667,13.25,14.5,14.6666666667,137.0,145.0,126.0,-10.0,-2.0,889,5.0,6.0,0,0,,,,,
15421,American,9,15,1,10.8833333333,10.9166666667,11.9166666667,11.8333333333,122.0,115.0,99.0,5.0,-2.0,674,6.0,17.0,0,0,,,,,
15422,American,12,10,3,13.8666666667,13.9166666667,14.8833333333,15.0833333333,61.0,70.0,42.0,-12.0,-3.0,258,3.0,16.0,0,0,,,,,
15423,Southwest,6,27,5,7.11666666667,7.08333333333,9.38333333333,9.58333333333,136.0,150.0,116.0,-12.0,2.0,861,9.0,11.0,0,0,,,,,
15424,American,4,14,1,21.8,21.3333333333,22.9,22.5833333333,186.0,195.0,167.0,19.0,28.0,1235,7.0,12.0,0,0,9.0,0.0,0.0,0.0,10.0
15425,Southwest,1,18,5,18.9,18.25,19.8,19.25,54.0,60.0,44.0,33.0,39.0,303,3.0,7.0,0,0,12.0,0.0,0.0,0.0,21.0
15426,American,8,16,6,6.4,6.0,12.5333333333,12.0833333333,248.0,245.0,216.0,27.0,24.0,1745,3.0,29.0,0,0,24.0,0.0,3.0,0.0,0.0
15427,American,7,15,2,7.35,7.41666666667,15.2833333333,15.3333333333,296.0,295.0,271.0,-3.0,-4.0,2248,7.0,18.0,0,0,,,,,
15428,American,1,15,2,5.98333333333,6.0,7.01666666667,7.0,62.0,60.0,43.0,1.0,-1.0,247,9.0,10.0,0,0,,,,,
15429,Southwest,5,26,1,20.15,20.25,21.85,22.0833333333,102.0,110.0,92.0,-14.0,-6.0,723,3.0,7.0,0,0,,,,,
15430,Southwest,12,24,3,7.46666666667,7.5,11.05,11.0,215.0,210.0,189.0,3.0,-2.0,1263,3.0,23.0,0,0,,,,,
15431,American,5,14,3,6.16666666667,6.16666666667,9.68333333333,9.75,151.0,155.0,134.0,-4.0,0.0,1068,6.0,11.0,0,0,,,,,
15432,American,7,23,3,6.31666666667,6.33333333333,11.9166666667,11.8333333333,216.0,210.0,185.0,5.0,-1.0,1438,15.0,16.0,0,0,,,,,
15433,American,4,20,7,0.4,0.5,5.28333333333,5.33333333333,173.0,170.0,142.0,-3.0,-6.0,1235,15.0,16.0,0,0,,,,,
15434,American,3,15,6,18.6,18.6666666667,20.0,19.9166666667,204.0,195.0,184.0,5.0,-4.0,1205,6.0,14.0,0,0,,,,,
15435,American,6,9,1,10.6333333333,10.5,12.15,12.0,151.0,150.0,128.0,9.0,8.0,929,12.0,11.0,0,0,,,,,
15436,American,3,27,4,,17.4166666667,,20.75,,260.0,,,,1391,,,1,0,,,,,
15437,Southwest,9,8,1,20.2333333333,20.4166666667,21.3833333333,21.6666666667,69.0,75.0,60.0,-17.0,-11.0,365,2.0,7.0,0,0,,,,,
15438,Southwest,3,23,7,7.55,7.58333333333,10.0166666667,10.0833333333,148.0,150.0,132.0,-4.0,-2.0,972,5.0,11.0,0,0,,,,,
15439,Southwest,12,10,3,21.8833333333,21.9166666667,23.0,23.4166666667,67.0,90.0,59.0,-25.0,-2.0,414,2.0,6.0,0,0,,,,,
15440,American,5,19,1,8.78333333333,8.83333333333,12.25,12.25,148.0,145.0,129.0,0.0,-3.0,979,3.0,16.0,0,0,,,,,
15441,Southwest,5,16,5,19.5833333333,19.0,20.8333333333,20.3333333333,75.0,80.0,54.0,30.0,35.0,337,5.0,16.0,0,0,18.0,0.0,0.0,0.0,12.0
15442,American,1,15,2,16.3,16.4166666667,17.7166666667,18.3333333333,145.0,175.0,125.0,-37.0,-7.0,867,10.0,10.0,0,0,,,,,
15443,American,5,9,5,14.8,14.6666666667,16.5166666667,16.3333333333,223.0,220.0,211.0,11.0,8.0,1437,4.0,8.0,0,0,,,,,
15444,Southwest,1,20,7,19.1333333333,19.25,20.1666666667,20.4166666667,62.0,70.0,51.0,-15.0,-7.0,288,4.0,7.0,0,0,,,,,
15445,Southwest,1,15,2,9.95,9.33333333333,11.55,11.0833333333,156.0,165.0,144.0,28.0,37.0,888,3.0,9.0,0,0,6.0,0.0,0.0,0.0,22.0
15446,Southwest,5,30,5,7.0,6.83333333333,7.98333333333,7.83333333333,59.0,60.0,46.0,9.0,10.0,210,3.0,10.0,0,0,,,,,
